region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
22,92,"Специализированное отделение по ОУПДС г. Рубцовска, Егорьевского и Рубцовского районов","658200, Россия, Алтайский край, , г. Рубцовск, , Ленина пр-кт, 47А, , ","Глазков Сергей Александрович",+7(38557)5-50-51,,,+73852295938,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",01716000
72,33,ОСН,"625013, Тюменская область, г. Тюмень, ул. Пермякова, 5","Шатыренко Игорь Николаевич",+7(3452)35-85-24,,,+73452495331,"вт. с 09:00 до 13:00, чт. с 13:00 до 18:00",71701000
22,93,"ОСП по исполнению исполнительных документов о взыскании алиментных платежей по г. Барнаулу","656002, Россия, , , г. Барнаул, , ул. Профинтерна, д. 50, , ","Давыденко Александр Сергеевич",+7(3852)24-84-86,+7(3852)24-84-86,,+73852295938,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",01701000
22,94,"ОСП Быстроистокского района","659560, Россия, Алтайский край, Быстроистокский р-н, , с. Быстрый Исток, ул. Советская, 37, , ","Жукова Ирина Вячеславовна","+7(38571) 22-0-16","+7(38571) 22-0-16",,+73852295938,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",01607405
22,95,"ОСП Локтевского района","658421, Россия, Алтайский край, , г. Горняк, , ул. Пушкина, д. 38, , ","Смирнов Сергей Александрович ",+7(38586)31929,+7(38586)31929,,+73852295938,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",01625101
22,96,"ОСН УФССП России по Алтайскому краю","656056, Россия, Алтайский край, , г. Барнаул, , ул. Пушкина, 17, , ","Федорин Сергей Георгиевич",,,,+73852295938,"Вт с 09.00 до 13.00, Чт с 13.00  до 18.00",01701000
23,0,"ГУФССП России по Краснодарскому краю","350063, г. Краснодар, ул. Красная, д. 22","Ткаченко Дмитрий Григорьевич ","(861) 262-29-81","(861) 262-63-60",,+78612620477,"Четверг 14:00 -18:00 ",03701000
23,20,"ООД г. Краснодара","350063, Россия, , , г. Краснодар, , ул. Красная, д. 22, , ","Гашимов Ахад Гудретдинович",,"+7(861) 262-63-60",,+78612620477,"понедельник-пятница с 9.00 до 18.00, перерыв с 13.00 до 14.00",03701000
23,21,"Абинское РОСП","353320, , Краснодарский край, Абинский, г. Абинск, , ул. Республиканская, д. 40, , ","Ушаков Александр Владимирович",+7(86150)5-23-69,"+7(86150) 5-23-69",,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03601101
23,22,"Адлерское РОСП г. Сочи","354340, г. Сочи-Адлер, ул. Кирпичная, 24-а","Кириченко Давид Артурович","+7(862) 246-69-27","+7(862) 246-69-27",+7(862)246-69-27,+78612620477,"Вторник 09-00 - 15-00, Четверг 14-00 - 18-00",03726000
23,23,"Анапский ГОСП","353410, г. Анапа, ул. Парковая, 66","Попов Денис Михайлович","+7(86133) 2-08-30","+7(86133) 2-08-30",+7(86133)4-24-00,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03703000
23,25,"Армавирское ГОСП","352900, г. Армавир, ул. Энгельса, 25","Сафонов Александр Александрович","+7(86137) 3-97-07","+7(86137) 5-57-66",+7(86137)3-97-07,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03705000
23,26,"ОСП по Белоглинскому и Новопокровскому районам ","353040, ст. Белая Глина, ул. Красная, 138","Целихин Александр Владимирович","+7(86154) 7-13-61",+7(86154)7-38-09,+7(86154)7-38-09,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03607402
23,27,"Белореченское РОСП","352630, г. Белореченск, ул. Ленина, 135","Рощина Кристина Славиковна","+7(86155) 2-29-73","+7 (86155) 2-29-73",+7(86155)2-44-30,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03608101
23,30,"Геленджикское ГОСП","353460, г. Геленджик, ул. Мира,4","Буханцева Надежда Вадимовна","+7(86141) 3-50-12",+7(86141)3-50-12,+7(86141)3-50-12,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03708000
23,31,"Горячеключевское ГОСП","353290, г. Горячий Ключ, ул. Ленина,197","Нароян Артем Анатольевич",+7(86159)3-75-88,"+7 (86159)3-75-64",+7(86159)3-75-64,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03709000
23,32,"Гулькевичское РОСП","352190, г. Гулькевичи, ул. Олимпийская, 4","Овсянникова Нелли Юрьевна","+7(86160) 5-37-68",+7(86160)5-44-92,+7(86160)5-32-50,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03613101
23,33,"Динское РОСП","353200, Россия, Краснодарский край, , , ст-ца Динская, ул. Красноармейская, 66, , ","Козленок Геннадий Геннадьевич","+7(86162) 6-58-40",+7(86162)6-23-81,+7(86162)6-23-81,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03614404
23,34,"Ейское РОСП","353680, г. Ейск, ул. Краснодарская, 200","Бегун Анатолий Иванович","+7(86132) 2-31-01","+7(86132) 2-31-01",+7(86132)2-31-01,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03616101
23,35,"Отделение судебных приставов по Кавказскому району и г. Кропоткину","352140, Россия, Краснодарский край, , , ст-ца Кавказская, ул. Ленина, д. 180, , ","Оганесов Мурат Робертович",+7(86193)2-33-32,+7(86193)2-33-32,+7(86138)2-33-32,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03618000
23,36,"Калининское РОСП","353780, ст. Калининская, ул. Коваля, 27","Кибенко Андрей Евгеньевич","+7(86163) 2-13-74","+7(86163) 2-17-06",+7(86163)2-31-21,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03619420
23,37,"Каневское РОСП","353730, ст. Каневская, ул. Ленина, 20","Филиппенко Татьяна Анатольевна",+7(86164)7-52-58,+7(86164)4-52-04,+7(86164)4-52-04,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03620402
23,38,"ОСП по г. Кореновску и Выселковскому району","353180, Г. КОРЕНОВСК, УЛ. КОСМОНАВТОВ, 20-А","Ковалева Светлана Анатольевна",+7(86142)3-07-01,+7(86142)3-07-02,+7(86142)3-07-03,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03621101
23,39,"ОСП по Западному округу г. Краснодара","350078, г. Краснодар, ул. Тургенева, 183","Шевага Назарий Михайлович",+7(861)226-34-45,"+7(861) 226-42-92",+7(861)226-42-92,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03701000
23,40,"ОСП по Карасунскому округу г. Краснодара","350075, г. Краснодар, ул. Стасова, 180/1","Севрюкова Дарья Юрьевна",+7(861)277-55-12,+7(861)277-55-12,+7(861)277-54-20,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03701000
23,41,"ОСП по Прикубанскому округу г. Краснодара","350049, Россия, , , г. Краснодар, , ул. Тургенева, д. 111, , ","Иванычева Валентина Васильевна",+7(861)226-12-03,+7(861)226-12-43,+7(861)226-16-43,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03701000
23,42,"ОСП по Центральному округу г. Краснодара","350075, г. Краснодар,ул. Стасова, 180/1","Легкий Геннадий Викторович",+7(861)277-54-04,+7(861)277-54-89,+7(861)277-90-62,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03701000
23,43,"Красноармейское РОСП","353800, Россия, Краснодарский край, Красноармейский р-он, , ст-ца Полтвская, ул. Красная, д. 92, , ","Зыков Александр Петрович",+7(86165)3-29-47,+7(86165)4-23-97,+7(86165)4-23-97,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03623410
23,45,"ОСП по Крыловскому и Павловскому районам","352080, ст. Крыловская, ул. 151-й Стрелковой дивизии, 7","Джикия Елена Валерьевна",+7(86161)3-14-28,+7(86161)3-14-28,+7(86161)3-14-28,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03624411
23,46,"Крымское РОСП","353380, Россия, Краснодарский край, , г. Крымск, , ул. Маршала Жукова, д. 53 г, , ","Кийков Павел Геннадьевич ","+7(86131) 5-20-30","+7(86131) 5-27-62",+7(86131)5-22-42,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03625101
23,47,"Курганинское РОСП","352430, , Краснодарский край, , г. Курганинск, , ул. Первомайская, 32, , ","Савченко Оксана Петровна",+7(86147)2-90-24,+7(86147)2-90-24,+7(86147)2-90-23,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03627101
23,48,"Кущевское РОСП","352030, ст. Кущевская, ул. Красная, 12","Кокорина Татьяна Александровна",+7(86168)5-46-64,+7(86168)5-46-64,+7(86168)5-46-64,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03628416
23,49,"Лабинское ГОСП","352500, г. Лабинск, ул. Котовского, 10","Пащенко Евгений Александрович",+7(86169)3-51-65,+7(86169)2-71-74,+7(86169)2-71-74,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03630101
23,50,"Лазаревское РОСП г. Сочи","354535, Россия, Краснодарский край, , г. Сочи, п. Лазаревское, ул. Родниковая, д. 23, , ","Фоменко Александр Викторович",+7(862)270-74-71,+7(862)270-74-71,+7(862)270-75-81,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03726000
23,51,"Ленинградское РОСП","353740, ст. Ленинградская, ул. Советов,46","Давиденко Юрий Викторович",+7(86145)7-19-22,+7(86145)3-62-58,+7(86145)7-17-22,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03632410
23,52,"Мостовское РОСП","352570,  п. Мостовской, ул. Мира, 3","Шалайкин Дмитрий Александрович",+7(86192)5-25-67,+7(86192)5-43-25,+7(86192)5-43-25,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03633151
23,53,"Новокубанское РОСП","352240, г. Новокубанск, ул. Советская, 88","Михей Сергей Васильевич",+7(86195)3-33-38,+7(86195)3-07-75,+7(86195)3-07-75,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03634101
23,54,"Новороссийский ГОСП","353906, г. Новороссийск, ул. Героев Десантников, 77","Черноусенко Алексей Николаевич",+7(8617)63-67-49,+7(8617)63-67-09,+7(8617)63-67-49,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03720000
23,56,"Отрадненское РОСП","353290, ст. Отрадная, ул. Красная, 67/16","Пономарева Евгения Владимировна",+7(86144)3-40-67,+7(86144)3-40-88,+7(86144)3-40-88,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03637413
23,58,"Приморско-Ахтарское РОСП","354860, г. Приморско-Ахтарск, ул. Братьев Кошевых,2","Мамыкин Алексей Анатольевич",+7(86143)3-39-45,+7(86143)3-31-37,+7(86143)3-31-37,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03641101
23,59,"Северское РОСП","353240, Россия, Краснодарский край, , , ст-ца Северская, ул. Народная, д. 21, , ","Ашинова Тамара Нурдиновна",+7(86166)2-24-50,+7(86166)2-11-56,+7(86166)2-24-50,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03643413
23,60,"Славянское ГОСП","353560, Россия, Краснодарский край, , г. Славянск-на-Кубани, , ул. Набережная, д. 13 а, , ","Шевелева Галина Викторовна",+7(86146)4-12-97,+7(86146)4-12-97,+7(86146)4-12-97,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03645101
23,61,"МРО по исполнению особых ИП","350033, Россия, , , г. Краснодар, , ул. Ставропольская, 45, , ","Квашура Иван Александрович","+7(861) 992-86-75","+7(861) 992-86-75",+7(861)262-14-09,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03701000
23,63,"Тбилисское РОСП","352360, Россия, Краснодарский край, , , ст-ца Тбилисская, ул. Октябрьская, 186, , ","Керопян Юрий Толятинович ",+7(86158)3-35-28,+7(86158)3-35-27,+7(86158)3-35-27,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03649419
23,64,"Темрюкское РОСП","353500, Россия, Краснодарский край, , г. Темрюк, , ул. Октябрьская, д. 33а, , ","Бондаренко Юрий Владимирович",+7(86148)6-01-52,+7(86148)6-01-52,+7(86148)6-01-52,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03651101
23,65,"ОСП по г. Тимашевску и Брюховецкому району","352700, Россия, Краснодарский край, , г. Тимашевск, , ул. Пионерская, д. 99, , ","Зыбин Александр Александрович",+7(86130)4-90-14,+7(86130)4-15-84,+7(86130)4-73-46,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03653101
23,66,"Тихорецкое РОСП","352120, Россия, Краснодарский край, , г. Тихорецк, , ул. Ачкасова, 2, а, ","Трясоруков Александр Леонидович",+7(86196)7-54-45,+7(86196)7-54-34,+7(86196)7-54-34,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03654101
23,67,"Туапсинское РОСП","352800, Россия, Краснодарский край, , г. Туапсе, , ул. Фрунзе, 15, , ","Савицкая Лали Эльдаровна",+7(86167)5-41-81,+7(86167)5-40-76,+7(86167)5-40-76,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03655101
24,3,"ОСП по Сухобузимскому району","663040, С. СУХОБУЗИМСКОЕ, УЛ. СЕЛЕЗНЕВА, 46","Ткаченко Андрей Сергеевич",+7(391)222-02-44,+7(39199)2-23-40,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04651422
23,68,"Хостинское РОСП г. Сочи","354057, Россия, Краснодарский край, , г. Сочи, , ул. Севастопольская, 25, , ","Каринин Роман Альбертович",+7(862)261-41-96,+7(862)261-41-96,+7(862)261-41-96,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03726000
23,69,"Успенское РОСП","352450, Россия, Краснодарский край, , , с. Успенское, ул. Ленина, 29, , ","Булгакова Наталья Александровна",+7(86140)5-58-29,+7(86140)5-60-08,+7(86140)5-60-08,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03656443
23,70,"Усть-Лабинское РОСП","352330, Россия, Краснодарский край, , г. Усть-Лабинск, , ул. Ободовского, 31, а, ","Сотирос Людмила Евгеньевна",+7(86135)4-06-02,+7(86135)4-06-01,+7(86135)4-10-25,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03657101
23,72,"Центральное РОСП г.Сочи","354057, Россия, Краснодарский край, , г. Сочи, , ул. Севастопольская, 25, , ","Ваганов Валентин Акимович",+7(862)261-39-95,+7(862)261-39-95,+7(862)261-34-76,+78612620477,"Вторник 09.00 - 15.00, Четверг 14.00 - 18.00",03726000
23,73,"ОСП по Щербиновскому и Староминскому районам","353620, Россия, Краснодарский край, , , ст-ца Старощербиновская, ул. Лермонтова, д. 58, , ","Зверьков Денис Александрович ","+7(86151) 7-81-54","+7(86151) 7-81-54",+7(86151)7-88-22,+78612620477,"Вторник 09-00 - 13-00, Четверг 14-00 - 18-00",03659413
23,77,"Специализированный отдел по обеспечению установленного порядка деятельности судов г. Краснодара","350063, г.Краснодар, ул.Красная, д.6","Белоусов Сергей Владимирович",+7(861)268-02-89,+7(861)268-02-89,,+78612620477,-,03701000
23,78,"МРО по розыску должников, их имущества и розыску детей","350033, Россия, , , г. Краснодар, , ул. Ставропольская, 45, , ","Бостанджиев Александр Васильевич",+7(861)992-80-48,+7(861)992-80-48,,+78612620477,,0
23,79,"ОСН ГУФССП России по Краснодарскому краю","350033, Россия, Краснодарский край, , г. Краснодар, , ул. Ставропольская, д. 45, ,","Коляда Василий Анатольевич",,,,+78612620477,"понедельник-пятница с 9.00 до 18.00, перерыв с 13.00 до 14.00",03701000
23,87,"ОСП по ВАШ по г. Сочи","354340, , Краснодарский край, , г. Сочи-Адлер, , ул. Кирпичная, 24 а, , ","Ситникова Рита Владимировна",+7(862)246-40-90,+7(862)246-40-89,+7(862)246-41-08,+78612620477,,03726000
23,88,"МРО по исполнению штрафов специально уполномоченных органов","350033, Россия, , , г. Краснодар, , ул. Ставропольская, 45, , ","Коновалов Валерий Юрьевич","+7(861) 992-86-32","+7(861) 992-86-32",+7(861)992-34-16,+78612620477,,03701000
23,89,"СО по ОУПД АСОЮ ГУФССП России по Краснодарскому краю","354000, Россия, Краснодарский край, , г. Сочи, , ул. Советская, д. 64а, , ","Титов Алексей Николаевич",,+7(862)264-68-71,,+78612620477,"понедельник-пятница с 9.00 до 18.00, перерыв с 13.00 до 14.00",03701000
23,90,"СО по ОУПД КСОЮ ГУФССП России по Краснодарскому краю","350910, Россия, , , г. Краснодар, , ул. Морская (Пашковский жилой массив тер.), 3, , ","Белаш Александр Николаевич",,+7(861)225-05-47,,+78612620477,"понедельник-пятница с 9.00 до 18.00, перерыв с 13.00 до 14.00",03701000
23,92,"СО по ОЗ ГУФССП России по Краснодарскому краю","352840, Россия, Краснодарский край, Туапсинский р-н, , п. Дома Отдыха Кубань, Зеланая Долина проезд, 1, , ","Ивлев Владимир Александрович",,+7(86167)9-98-71,,+78612620477,"понедельник-пятница с 9.00 до 18.00, перерыв с 13.00 до 14.00",03701000
24,0,"ГУФССП России по Красноярскому краю","660135, Россия, , , г. Красноярск, , ул. 6-я Полярная, 2, , ","Васильев Виталий Сергеевич",,,,+73912220244,"1 Чт месяца с 16.00 до 20.00, 1 Сб месяца с 10.00 до 16.00",04701000
24,1,"Отделение оперативного дежурства ГУФССП России по Красноярскому краю","660135, Россия, , , г. Красноярск, , ул. 6-я Полярная, 2, , ","Ульянов Сергей Тимофеевич",,,,+73912220244,,04000000
24,2,"МОСП по ИОИП","660135, Россия, , , г. Красноярск, , ул. 6-я Полярная, 2, , ","Пряхин Антон Николаевич",+7(391)222-01-34,+7(391)222-01-34,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,4,"СОСП по обеспечению установленного порядка деятельности судов г. Красноярска","660049, Россия, , , г. Красноярск, , Мира пр-кт, 17, , ","Рябов Андрей Юрьевич",,,,+73912220244,,0
24,6,"Отделение специального назначения ГУФССП России по Красноярскому краю","660135, Россия, , , г. Красноярск, , ул. 6-я Полярная, 2, , ","Тулимонас Геннадий Викторович",,,,+73912220244,,04000000
24,7,"ОСП по Сосновоборску","662501, Россия, Красноярский край, , г. Сосновоборск, , ул. Ленинского Комсомола, 29, , ","Глаас Антон Александрович",+7(39131)2-49-58,+7(39131)2-18-59,+7(391)222-02-44,+73912220244,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04733000
24,8,"ОСП по Железнодорожному району г. Красноярска ГУФССП России по Красноярскому краю","660075, Г. КРАСНОЯРСК, УЛ. МАЕРЧАКА, 38","Величко Валентина Анатольевна",+7(391)222-02-44,+7(391)221-13-10,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04000000
24,9,"ОСП по Октябрьскому району г. Красноярска ГУФССП России по Красноярскому краю","660018, Россия, , , г. Красноярск, , ул. Новосибирская, 9а, , ","Коломиец Роман Владимирович",+7(391)222-02-44,+7(391)298-98-51,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,10,"ОСП по Ленинскому району Красноярска","660037, г. Красноярск, ул. Волгоградская, 18","Волынец Юлия Валерьевна",+7(391)264-01-11,+7(391)264-01-11,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04000000
24,11,"ОСП № 1 по Советскому району г. Красноярска ГУФССП России по Красноярскому краю","660077, г. Красноярск, ул. 78 Добровольческой бригады, 1","Грудко Татьяна Юрьевна",+7(391)228-22-60,+7(391)228-22-60,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,12,"ОСП № 2 по Советскому району Красноярска","660077, Россия, , , г. Красноярск, , ул. Весны, д. 9, , ","Маркашов Олег Владимирович",+7(391)222-02-44,+7(391)228-28-01,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,13,"ОСП № 3 по Советскому району Красноярска","660077, г. Красноярск, ул. Славы, д.1","Даниленко Ольга Сергеевна",+7(391)226-85-60,+7(391)226-85-60,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,14,"ОСП по Центральному району г. Красноярска ГУФССП России по Красноярскому краю","660012, Россия, Красноярский край, , г. Красноярск, , ул. Анатолия Гладкова, д. 8, ,","Зорькина Ирина Сергеевна",+7(391)222-02-44,+7(391)222-05-64,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,16,"МОСП по г. Ачинску, Ачинскому и Большеулуйскому районам ГУФССП России по Красноярскому краю","662150, Россия, Красноярский край, , г. Ачинск, , ул. Назарова, д. 28 а, , ","Вундер Анжела Алимовна",+7(391)222-02-44,+7(39151)9-77-05,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04703000
24,17,"ОСП по ВАШ по г. Красноярску и Емельяновскому району","660059, Россия, Красноярский край, , г. Красноярск, , ул. Семафорная, 433/2, , ","Кузнецова Елена Николаевна",+7(391)222-02-44,"+7 (391) 223-36-59",+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,21,"ОСП по Ирбейскому району ГУФССП России по Красноярскому краю","663650, с. Ирбейское, ул. Ленина, 71","Подоплелов Андрей Михайлович",+7(391)222-02-44,+7(39174)3-18-51,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04619000
24,22,"ОСП по Боготольскому району ГУФССП России по Красноярскому краю","662060, г. Боготол, ул. Заводская, 1","Башкова Татьяна Геннадьевна",+7(391)222-02-44,+7(39157)2-39-64,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04706000
24,23,"ОСП по Березовскому району","662520, Россия, Красноярский край, , , пгт. Березовка, ул. Центральная, 7, , ","Тремасова Наталья Сергеевна",+7(391)222-02-44,+7(391)222-01-67,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04605151
24,24,"ОСП по Курагинскому району","662910, п. Курагино, ул. Щетинкина,  50","Бублик Марина Анатольевна",+7(391)222-02-44,+7(39136)2-60-85,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04630151
24,25,"ОСП по Тасеевскому району","663770, Россия, Красноярский край, , , с. Тасеево, ул. Луначарского, 66, , ","Пашков Алексей Геннадьевич",+7(391)222-02-44,+7(39164)2-14-94,+7(391)222-02-44,+73912220244,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04652416
24,26,"ОСП по Кировскому району Красноярска","660122, г. Красноярск, ул. Транзитная, 58","Манцерова Виктория Владимировна",+7(391)222-02-44,+7(391)260-34-42,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,27,"ОСП по Большемуртинскому району","663060, п. Большая Мурта, ул. Интернациональная, 55","Тиско Наталья Владимировна",+7(391)222-02-44,+7(39198)3-15-80,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04610151
24,28,"ОСП по Емельяновскому району","663020, П. ЕМЕЛЬЯНОВО, УЛ. МОСКОВСКАЯ, 2П","Лапшаков Дмитрий Александрович",+7(391)222-02-44,+7(39133)2-90-72,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04614151
24,29,"ОСП по Свердловскому району Красноярска","660059, г. Красноярск, ул. Семафорная, 433/2","Семенов Станислав Сергеевич",+7(391)222-02-44,+7(391)213-94-54,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04701000
24,30,"ОСП по Идринскому району","662680, с. Идринское, ул. Базарная, 2","Лукина Татьяна Викторовна",+7(391)222-02-44,+7(39135)22-9-06,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04617000
24,31,"ОСП по Тюхтетскому району ГУФССП России по Красноярскому краю","662010, с.Тюхтет, ул. Кирова, 44 «б»","Зеленова Надежда Александровна",+7(391)222-02-44,+7(39158)2-24-15,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04655000
24,32,"ОСП по Шушенскому району ГУФССП России по Красноярскому краю","662713, Россия, Красноярский край, , , пгт. Шушенское, мкр. 2-й, 34, , ","Чудайкина Екатерина Викторовна ",+7(391)222-02-44,+7(39139)3-36-83,+7(391)222-02-44,+7(391)222-02-44,"ПН-ЧТ с 09.00 до 18.00, ПТ с 09.00 до 17.00",04659151
24,33,"ОСП по Козульскому району","662050, Россия, Красноярский край, , , пгт. Козулька, ул. Советская, д. 61, , ","Журавлева Елена Викторовна",+7(391)222-02-44,+7(39154)2-13-42,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04626000
24,34,"ОСП по Краснотуранскому району","662660, с. Краснотуранск, ул. Октябрьская, 18","Медведева Наталья Александровна",+7(391)222-02-44,+7(39134)2-30-10,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04628413
24,35,"ОСП по г. Лесосибирску ГУФССП России по Красноярскому краю","662547, Россия, Красноярский край, , г. Лесосибирск, , ул. Мира, д. 2 л, , ","Козулин Дмитрий Александрович",+7(391)222-02-44,+7(39145)2-10-78,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04722000
24,36,"ОСП по Бирилюсскому району","662120, с. Новобирилюссы, ул. Восточная, 19 «а»","Грейдина Виктория Юрьевна",+7(39150)2-19-46,+7(39150)2-19-46,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04606000
24,37,"ОСП по Каратузскому району ГУФССП России по Красноярскому краю","662850, с. Каратузское, ул. Советская, 55","Гаас Елена Федоровна",+7(391)222-02-44,+7(39137)2-13-02,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04622000
24,38,"ОСП по Зеленогорску","663690, Г. ЗЕЛЕНОГОРСК, УЛ. ЛЕНИНА, 18","Брикоткина Виктория Александровна",+7(39169)2-22-02,+7(39169)2-22-02,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04737000
24,39,"ОСП по Нижнеингашскому району ГУФССП России по Красноярскому краю","663850, п. Нижний Ингаш, ул. Ленина, 107","Адомейко Людмила Владимировна",+7(391)222-02-44,+7(39171)22-8-79,+7(391)222-02-44,+7(391)222-02-44,"ВТ с 9.00 до 15.00, ЧТ с 14.00 до 18.00",04639151
