region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
7,901,"Отдел организации исполнительного производства, исполнительного розыска, реализации имущества должников  УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Танашев Хусен Хазраилович",,,,,,
7,903,"Отделение организации обеспечения установленного порядка деятельности судов УФССП России по Кабардино-Балкарской Республике","360051, Россия, , , г. Нальчик, , ул. Арманд, , , ","Свистунов Алексей Анатольевич",,,,,,
7,904,"Отделение организации дознания УФССП России по Кабардино-Балкарской Республике","360051, Россия, респ. Кабардино-Балкария, , г. Нальчик, , ул. Инессы-Арманд, д. 43А, , ","Кумыков Алим Хасанович",,,,,,
7,905,"Отдел организационно-контрольной работы, документационного обеспечения и работы с обращениями граждан и организаций УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Абдуллаев Али Магомедович",,,,,,
7,907,"Отдел правового обеспечения и ведения государственного реестра и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Казиева Марина Далхатовна",,,,,,
7,909,"Отделение государственной службы и кадров УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Аккаев Рашид Зейтунович",,,,,,
7,911,"Отделение информатизации и обеспечения информационной безопасности УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Бесланеев Беслан Бекмурзович",,,,,,
7,912,"Отделение собственной безопасности УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Асанов Мурат Борисович",,,,,,
7,913,"Отдельные должности  ( по взаимодействию со средствами массовой информации УФССП  России по Кабардино-Балкарской Республике)"," 360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а",,,,,,,
7,915,"Отдел финансово-экономического и материально-технического обеспечения УФССП России по Кабардино-Балкарской Республике","360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Саруханов Анатолий Анатольевич",,,,,,
7,916,"Отдельные должности  ( по контрольно-ревизионной работе УФССП  России по Кабардино-Балкарской Республике)"," 360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а","Азаматова Фатима Алексеевна",,,,,,
7,923,"Отдельные должности  ( по мобилизационной подготовке и гражданской обороне УФССП  России по Кабардино-Балкарской Республике)"," 360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а",,,,,,,
7,924,"Отдельные должности  ( по защите государственной тайны УФССП  России по Кабардино-Балкарской Республике)"," 360051, Кабардино-Балкарская Республика, г.Нальчик, ул.И.Арманд 43-а",,,,,,,
7,999,Руководство,,"Бауаев Ахмат Каллетович",+7(8662)42-60-40,+7(8662)42-60-40,,,"Чт с 14.00 до 18.00",
8,0,"УФССП России по Республике Калмыкия","358000, Республика Калмыкия, г.Элиста, ул.Герасименко, 61","Мухортов Роман Сергеевич","(84722) 3-85-05","(84722) 3-85-05",,,"Чт 14.00-18.00",
8,2,"Отделение судебных приставов по Городовиковскому и Яшалтинскому районам УФССП России по Республике Калмыкия","359050, РЕСПУБЛИКА КАЛМЫКИЯ, ГОРОДОВИКОВСКИЙ РАЙОН,  Г.ГОРОДОВИКОВСК, ПЕР.ОКТЯБРЬСКИЙ Д. 10","Эрдниева Марина Юрьевна","(84731) 9-17-72","(84731) 9-21-78",+7(84731)9-17-72,+7(84731)9-17-72,"Вт 9.00-13.00, Чт 13.00-18.00","Городовиковский район, Яшалтинский район"
8,3,"Ики-Бурульское РОСП УФССП России по Республике Калмыкия","359130, РЕСПУБЛИКА КАЛМЫКИЯ, ИКИ-БУРУЛЬСКИЙ РАЙОН, П. ИКИ-БУРУЛ, УЛ. Т.ХАХЛЫНОВОЙ, Д 2 «А»","Манцаев Басанг Сергеевич","(84732) 9-14-24",,+7(84732)9-14-24,+7(84732)9-14-24,"Вт 9.00-13.00, Чт 13.00-18.00","Ики-Бурульский район"
8,4,"Лаганское РОСП УФССП России по Республике Калмыкия","359220, Россия, Респ. Калмыкия, , г. Лагань, , ул. Баташова, 1, , ","Санграев Владимир Сергеевич","(84733) 9-21-97","(84733) 9-29-56",+7(84733)9-21-97,+7(84733)9-21-97,"Вт 9.00-13.00, Чт 13.00-18.00","Лаганский район"
8,5,"Элистинское ГОСП № 2 УФССП России по Республике Калмыкия","358000, РЕСПУБЛИКА КАЛМЫКИЯ, Г. ЭЛИСТА, УЛ. ГЕРАСИМЕНКО, 61","Эрмялиева Ноган Хейчиевна",+7(84722)3-64-84,,+7(84722)3-64-84,+7(84722)3-64-84,"Вт 9.00-13.00, Чт 13.00-18.00","г. Элиста"
8,8,"Октябрьское РОСП УФССП России по Республике Калмыкия","359450, Республика Калмыкия, Октябрьский район, с.Большой Царын, ул.Матросова, 15","Бурульдинова Амплина Александровна","(84747) 9-18-00","(84747) 9-18-00",+7(84747)9-11-93,+7(84747)9-11-93,"Вт 9.00-13.00, Чт 13.00-18.00","Октябрьский район"
8,9,"ОСП по Сарпинскому, Кетченеровскому и Малодербетовскому районам УФССП России по Республике Калмыкия","359400, Республика Калмыкия, Сарпинский район  с.Садовое, ул.Ленина, 136","Дагинов Иван Юрьевич","(84741) 2-31-04","(84741) 2-31-03",+7(84741)2-31-04,+7(84722)2-31-04,"Вт 9.00-13.00, Чт 13.00-18.00","Сарпинский район, Малодербетовский район, Кетченеровский район"
8,10,"ОСП по Целинному и Приютненскому районам УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, д. 61, , ","Бадмаев Алтан Григорьевич",+7(84722)3-95-18,,+7(84722)3-95-18,+7(84722)3-95-18,"Вт 9.00-13.00, Чт 13.00-18.00","Целинный район, Приютненский район"
8,11,"Черноземельское РОСП УФССП России по Республике Калмыкия","359240, Россия, Респ. Калмыкия, , , п. Комсомольский, ул. Аллея Памяти, д. 7, , ","Бадмахалгаева Татьяна Бембеевна","(84743) 9-14-88",,+7(84743)9-11-16,+7(84743)9-11-16,"Вт 9.00-13.00, Чт 13.00-18.00","Черноземельский район"
8,12,"Юстинское РОСП УФССП России по Республике Калмыкия","359300, Россия, Респ. Калмыкия, п. Цаган Аман, ул. Набережная, д. 32","Шургаева Байрта Есеновна","(84744) 9-20-21","(84744) 9-20-21",+7(84744)9-10-31,+7(84744)9-10-31,"Вт 9.00-13.00, Чт 13.00-18.00","Юстинский район"
8,13,"Яшкульское РОСП УФССП России по Республике Калмыкия","359150, РЕСПУБЛИКА КАЛМЫКИЯ, ЯШКУЛЬСКИЙ РАЙОН, П. ЯШКУЛЬ, УЛ.Н.К. ЛИДЖИЕВА, Д. 1 «А»","Очиров Эрдем Олегович","(84746) 9-19-64","(84746) 9-22-56",+7(84746)9-19-64,+7(84746)9-19-64,"Вт 9.00-13.00, Чт 13.00-18.00","Яшкульский район"
8,15,"МОСП по ОИП УФССП России по Республике Калмыкия","358000, РЕСПУБЛИКА КАЛМЫКИЯ, Г. ЭЛИСТА, УЛ. ГЕРАСИМЕНКО, 61","Адьянов Климентий Джангарович",+7(84722)3-64-70,,+7(84722)3-64-70,+7(84722)3-64-70,"Вт 9.00-13.00, Чт 13.00-18.00",
8,16,"Отделение оперативного дежурства УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Бовиков Александр Шурганович",(84722)3-86-45,,,,,
8,17,"Специализированное отделение по обеспечению установленного порядка деятельности судов по г. Элисте УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Харцхаев Наран Владимирович",(84722)3-85-15,,,,"Пн 9.00-13.00, 14.00-18.00",
8,18,"Отделение специального назначения УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Умадыков Баатр Олегович",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,901,"Отдел организации исполнительного производства, исполнительного розыска, реализации имущества должников УФССП России по РК","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Кутуров Николай Викторович",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,903,"Отделение обеспечения установленного порядка деятельности судов УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Дорджиев Евгений Владимирович",(84722)3-85-05,,,,"Пн 9.00-13.00, 14.00-18.00",
8,904,"Отделение организации дознания УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Моллаев Михаил Монтаевич",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,905,"Отдел организационно-контрольной работы, документационного обеспечения и работы с обращениями граждан и организаций УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Цеденова Октябрина Григорьевна",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,907,"Отдел правового обеспечения и ведения государственного реестра и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Пюрбеева Валентина Константиновна",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,909,"Отделение государственной службы и кадров УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Надвидова Ольга Джангаровна",,,,,"Пн 9.00-13.00, 14.00-18.00",
9,913,"Отдельные должности  (по взаимодействию со средствами массовой информации)","г. Черкесск, ул. Кавказская, 19","Урусов Рамазан Борисович",,,,,,
8,911,"Отделение информатизации и обеспечения информационной безопасности УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Оконов Анджур Борисович",,,,,"Пн 9.00-13.00, 14.00-18.00",
8,912,"Отделение собственной безопасности УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Джохаев Владимир Эдуардович",,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
8,913,"Отдельные должности по взаимодействию со средствами массовой информации УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Бодгаева Делгир Очировна",,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
8,915,"Отдел финансово – экономического и материально-технического обеспечения УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Алеева Наталья Николаевна",(84722)3-21-25,,,,"Пн 9.00-13.00, 14.00-18.00",
8,916,"Отдельные должности по контрольно - ревизионной работе УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Дорджинова Элтя Сергеевна",,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
8,923,"Отдельные должности по мобилизационной подготовке и гражданской обороне УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ",,,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
8,924,"Отдельные должности по защите государственной тайны УФССП России по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Давашкин Виталий Вячеславович",,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
8,999,"Руководство УФССП по Республике Калмыкия","358011, Россия, , , г. Элиста, , ул. им В.Герасименко, 61, , ","Мухортов Роман Сергеевич",,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 (Перерыв с 13.00 до 14.00)",
9,0,"УФССП России по Карачаево-Черкесской Республике","369000, КЧР, г. Черкесск, ул. Кавказская, 19","Урусов Рамазан Борисович",+7(8782)21-07-69,+7(8782)21-07-69,,,"с 9:00 до 18:00 (перерыв с 13:00 до 14:00)",
9,3,"Адыге-Хабльское районное отделение судебных приставов","369330 Адыге-Хабль аул, Первомайская ул, 59","Кумратов Расул Ануарович","+7(87870) 5-22-94","+7(87870) 5-22-94",+7(87870)5-22-94,+7(87870)5-21-92,"пн. 9-12,14-17 чт. 16-20","Адыге-Хабльский район"
9,4,"Усть-Джегутинское районное отделение судебных приставов","369300, г. Усть-Джегута, ул. Щекута, 38 ""Б""","Текеев Казбек Караевич","+7(87875)  7-27-10 ","+7(87875)  7-27-10 ",+7(87875)7-27-10,+7(87875)7-46-87,"пн. 18-19 ср.18-19 птн. 18-19","Усть-Джегутинский район"
9,5,"Карачаевское городское отделение судебных приставов","369200, г. Карачаевск, ул.Мира, 38","Джашакуев Азрет Владимирович",+7(87879)2-10-49,+7(87879)2-10-49,+7(87879)2-10-49,+7(87879)2-88-93,"чт. 9-17 ср. 9-12","Карачаевский район"
9,6,"Карачаевское районное отделение судебных приставов","369200, г. Карачаевск, ул. Мира, 38","Кочкаров Ислам Джашарбекович",+7(87879)2-52-02,+7(87879)2-52-02,+7(87879)2-85-99,+7(87879)2-29-27,"пн. 14-17 ср. 9-12","Карачаевский район"
9,7,"Прикубанское районное отделение судебных приставов","369100, п. Кавказский, ул. Балахонова, 1/35",,+7(87874)3-19-12,+7(87874)3-19-12,+7(87874)4-19-12,+7(87874)4-19-44,"ср. птн. 9-18","Прикубанский район"
9,8,"Урупское районное отделение судебных приставов","369260, ст. Преградная, ул. Красная, 92","Шидаков Шамиль Алиевич",+7(87876)6-16-76,+7(87876)6-10-05,+7(87876)6-10-05,+7(87876)6-12-21,"чт. 16-20 первая суббота месяца 10-13","Урупский район"
9,915,"Отдел финансово-экономического и материально-технического обеспечения","г. Черкесск, ул. Кавказская, 19","Джашеева Апалистан Исмаиловна",+7(8782)21-58-58,8(8782)215858,,,,
9,9,"Хабезское районное отделение судебных приставов","369400, Россия, Респ. Карачаево-Черкесская, Хабезский р-н, , аул Хабез, ул. Советская, д. 2, корп. А, ","Тлимахов Арсен Хасанович","+7(87873) 51-5-44","+7(87873) 51-5-44",+7(87873)5-15-44,+7(87873)5-10-83,"чт. 16-20 первая суббота месяца 16-20","Хабезский район"
9,10,"Зеленчукское районное отделение судебных приставов","369140, СТ. ЗЕЛЕНЧУКСКАЯ, УЛ. ЗАВОДСКАЯ, 58","Борлаков Аубекир Хасанович",+7(87878)5-29-91,+7(87878)5-29-91,+7(87878)5-18-62,+7(87878)5-29-91,"чт. 16-20 первая суббота месяца 9-13","Зеленчукский район"
9,11,"Малокарачаевское районное отделение судебных приставов","369380, Учкекен с, Ленина ул, дом. 134 кв. 26","Чочуев Муратби Сеитбиевич",+7(87877)2-36-19,+7(87877)2-36-19,+7(87877)2-33-34,+7(87877)2-36-19,"чт. 10-13 первая суббота месяца 16-20","Малокарачаевский район"
9,12,"Черкесское городское отделение судебных приставов","369000, г. Черкесск, ул. Кавказская, 19","Коркмазов Абрек Эльдарович",+7(8782)281791,+7(8782)211921,+7(8782)21-50-75,+7(8782)21-21-43,"1-ый, 3-ий чт. 16-20 первая, третья суббота месяца 10-13","г. Черкесск"
9,13,"Отделение оперативного дежурства",,"Вишняков Олег Владимирович ",+7(8782)21-39-00,,,,,
9,14,"Специализированное отделение  по обеспечению установленного порядка деятельности судов города Черкесска",,"Гаджаев Арсен Исмаилович",+7(8782)21-24-55,,,,,
9,15,"Межрайонное отделение по исполнению особых исполнительных производств","369001, Россия, респ. Карачаево-Черкесска Республика, , г. Черкесск, , ул. Лермонтова, 154, корп. А, ","Кочкаров Таулан Яковлевич",+7(8782)22-85-33,+7(8782)22-85-33,+7(8782)22-85-33,+7(8782)22-85-60,,
9,916,"Отдельные должности (по контрольно-ревизионной работе)","г. Черкесск, ул. Кавказская, 19","Жаворонкова Евгения Викторовна",8(8782)212844,8(8782)212844,,,,
9,923,"Отдельные должности  (по мобилизационной подготовке  и гражданской обороне)","г. Черкесск, ул. Кавказкая, 19",,,,,,,
9,16,"ОСП по ВАШ по г. Черкесску, Прикубанскому и Усть-Джегутинскому районам УФССП России по Карачаево-Черкесской Республике","369001, Россия, , , г. Черкесск, , ул. Лермонтова, д. 154, А, ","Хубиев Азамат Хаджи-Ахматович",+7(8782)22-82-43,+7(8782)22-82-43,+7(8782)28-17-91,+7(8782)22-82-43,"1-ый чт. 16-20 первая суббота месяца 9-13","г. Черкесск"
9,17,"Отделение специального назначения",,,+7(8782)21-24-55,,,,,
9,901,"Отдел организации исполнительного производства, исполнительного розыска, реализации имущества должников","г. Черкесск, ул. Кавказская, 19","Шевхужева Залина Беталовна","8 (8782) 26-09-06",,,,,
9,903,"Отделение организации обеспечения установленного порядка деятельности судов","г. Черкесск, ул. Кавказская, 19","Каппушев Сюлемен Магометович","+7(8782) 21-19-21",,,,,
9,904,"Отделение организации дознания",,"Чочиев Хамзат Борисович",+7(8782)21-72-42,(88782)217242,,,,
9,905,"Отделение организационно-контрольной работы, документационного обеспечения  и работы с обращениями граждан  и организаций","г. Черкесск, ул. Кавказская, 19",,+7(8782)21-45-21,,,,,
9,907,"Отдел правового обеспечения  и ведения государственного реестра  и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности","г. Черкесск, ул. Кавказская, 19","Тлисов Мурат Нурдинович",+7(8782)21-39-23,,,,,
9,909,"Отделение государственной службы  и кадров","г. Черкесск, ул. Кавказская, 19",,+7(8782)21-00-52,,,,,
9,911,"Отделение информатизации  и обеспечения информационной безопасности","г. Черкесск.ю ул. Кавказская, 19",,8(8782)212455,,,,,
9,912,"Отделение собственной безопасности","г. Черкесск, ул. Кавказская, 19","Смакуев Заур Амурович","8 (8782)210769","8 (8782)210769",,,,
9,924,"Отдельные должности (по защите государственной тайны)","г. Черкесск, ул. Кавказская, 19",,,,,,,
10,0,"УФССП России по Республике Карелия","185910, Республика Карелия, г.Петрозаводск, ул.Красная, д.33","Гончаров Олег Валерьевич",,,,,"Руководитель Управления - Чт с 14.00 до 18.00, заместители руководителя Управления - Пн с 14.00 до 18.00","Республика Карелия"
10,1,"ОСП по работе с физическими лицами №1 г.Петрозаводска и Прионежского района","185910, Республика Карелия, г.Петрозаводск, ул.Красная, д.33","Марковская Наталья Юрьевна",+7(8142)78-49-39,+7(8142)76-84-27,+7(8142)78-49-39,+7(8142)76-05-55,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","г.Петрозаводск и Прионежский район"
10,2,"ОСП по Беломорскому району","186500, Республика Карелия, г.Беломорск, ул.Порт-шоссе, д.24","Огай Андрей Эрихович",+7(81437)5-27-03,,+7(81437)5-43-58,+7(81437)5-27-03,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","  Беломорский район Республики Карелия"
10,3,"ОСП по Кемскому району","186610, Республика Карелия, г.Кемь, ул.Энергетиков, д.22","Синекевич Сергей Станиславович",+7(81458)7-14-87,+7(81458)2-11-08,+7(81458)7-14-87,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Кемский район Республики Карелия"
10,4,"ОСП по Калевальскому району","186910, Россия, Респ. Карелия, , , пгт. Калевала, ул. Ленина, 5, , ","Шварченко Сергей Юрьевич",+7(81454)4-15-04,,+7(81454)4-15-04,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Калевальский район Республики Карелия"
13,913,"Отдельные должность (по взаимодействия со средствами массовой информации)","430016, Россия, Респ. Мордовия, , г. Саранск, , ул. Терешковой, д. 1, , ",,,,,,,
10,5,"ОСП по Кондопожскому району","186200, Республика Карелия, г.Кондопога, пр.Калинина, д.11б","Денисова Наталья Александровна",+7(81451)7-81-10,+7(81451)7-81-10,+7(81451)7-81-10,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Кондопожский район Республики Карелия"
10,6,"ОСП по г.Костомукше","186930, Республика Карелия, г.Костомукша, ул.Ленина, д.17а","Савин Иван Александрович",+7(81459)5-13-78,+7(81459)5-13-78,+7(81459)5-13-78,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","г.Костомукша Республики Карелия"
10,7,"ОСП по Лахденпохскому району","186730, Республика Карелия, г.Лахденпохья, ул.Ленина, д.5а","Ковалев Евгений Александрович",+7(81450)4-67-88,+7(81450)4-67-88,+7(81450)4-67-88,+7(81450)4-67-87,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Лахденпохский район Республики Карелия"
10,8,"ОСП по Медвежьегорскому району","186352, Республика Карелия, г.Медвежьегорск, ул.Онежская, д.6","Никитин Андрей Алексеевич",+7(81434)5-80-65,+7(81434)5-80-65,+7(81434)5-80-65,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Медвежьегорский район Республики Карелия"
10,9,"ОСП по Олонецкому району","186000, Россия, Респ. Карелия, , г. Олонец, , пер. Красногвардейский, д. 2Б, , ","Леонтьева Янина Михайловна",+7(81436)4-19-82,+7(81436)4-27-90,+7(81436)4-19-82,+7(81436)4-27-90,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Олонецкий район Республики Карелия"
13,915,"Отдел финансово-экономического и материально-технического обеспечения",,,,,,,,
10,10,"ОСП по Лоухскому району","186660, Республика Карелия, п.Лоухи, ул.Первомайская, д.3а","Яковенко Татьяна Николаевна",+7(81439)5-13-57,+7(81439)5-13-57,+7(81439)5-13-57,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Лоухский район Республики Карелия"
10,11,"ОСП по Муезерскому району","186960, Республика Карелия, Муезерский р-н, пгт.Муезерский, ул.Гагарина, д.39","Кудряшова  Александра Сергеевна",+7(81455)3-31-28,+7(81455)3-37-11,+7(81455)3-31-28,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Муезерский район Республики Карелия"
10,12,"ОСП по Питкярантскому району","186810, Республика Карелия, г.Питкяранта, ул.Привокзальная, д.24","Стародуб Елена Ивановна",+7(81433)4-12-65,+7(81433)4-12-65,+7(81433)4-12-65,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Питкярантский район Республики Карелия"
10,13,"МОСП по особым исполнительным производствам","185035, Россия, , , г. Петрозаводск, , ул. Красная (Центр р-н), д. 33, , ","Баронова Ольга Владимировна",+7(8142)76-06-93,,+7(8142)76-06-93,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","г.Петрозаводск и Прионежский район"
10,14,"ОСП по Пряжинскому району","186120, Республика Карелия, п.Пряжа, ул.Строительная, д.6","Тимофеев Михаил Дмитриевич",+7(81456)3-15-32,+7(81456)3-15-32,+7(81456)3-15-32,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Пряжинский район Республики Карелия"
74,908,"Отдел материально-технического обеспечения",,"Носов Сергей Николаевич","+7(351) 255-34-74","+7(351) 255-34-75",,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45 ",
10,15,"ОСП по Пудожскому району","186150, Республика Карелия, г.Пудож, ул.Комсомольская, д.26","Чикулаев Александр Геннадьевич",+7(81452)5-15-00,+7(81452)5-15-00,+7(81452)5-15-00,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Пудожский район Республики Карелия"
10,16,"ОСП по Сегежскому району","186420, Республика Карелия, г.Сегежа, ул.Гражданская, 4а","Платов Иван Валерьевич",+7(81431)4-30-19,+7(81431)4-37-89,+7(81431)4-30-19,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Сегежский район Республики Карелия"
10,17,"ОСП по г.Сортавала","186750, Республика Карелия, г.Сортавала, ул.Карельская, д.42","Попова Александра Андреевна",+7(81430)4-68-44,+7(81430)4-68-44,+7(81430)4-68-44,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","г.Сортавала Республики Карелия"
10,18,"ОСП по Суоярвскому району","186870, Республика Карелия, г.Суоярви, ул.Ленина, д.16","Романович Екатерина Андреевна",+7(81457)5-24-71,+7(81457)5-24-71,+7(81457)5-24-71,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)","Суоярвский район Республики Карелия"
10,19,"Отделение оперативного дежурства","185910, Республика Карелия, г.Петрозаводск, ул.Красная, д.33","Залялов Рустам Расихович",+7(8142)78-27-00,+7(8142)78-27-00,+7(8142)78-27-00,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)",г.Петрозаводск
11,1,"Отделение судебных приставов по г.Сыктывкару № 1","167810, Россия, , , г. Сыктывкар, , ул. Куратова, д. 91, , ","Ложкина Ольга Николаевна",,,,,"Вторник с 09:00 до 15:00, четверг с 14:00 до 18:00",г.Сыктывкар
10,20,"ОСП по работе с физическими лицами №2 г.Петрозаводска","185910, Республика Карелия, г.Петрозаводск, ул.Красная, д.33","Шелина Юлия Игоревна",+7(8142)76-08-74,+7(8142)76-84-27,+7(8142)76-08-74,+7(8142)76-05-55,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00 (начальник отдела, судебные приставы - исполнители), Ср с 09.00 до 13.00, с 14.00 до 18.00 (заместители начальника отдела)",г.Петрозаводск
